concept_id,system,object_name,field_name,category,object_description,field_description,note
address.id,SAP,VBPA,ADRNR,address,"Sales Document — Partners Partners on a doc (sold-to AG, ship-to WE, payer RG, bill-to RE). SD Sales Distribution",Address Number,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=address_id; module=SD
address.id,SAP,KNA1,ADRNR,address,"Customer Master — General Data Cross-client customer master (name, address, tax). SD Sales Distribution",Address,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=address_id; module=SD
address.id,SAP,LFA1,ADRNR,address,"Vendor Master (General Data) Name, address, tax info — cross-client vendor data. FI Financial Accounting",Address,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=address_id; module=FI
address.id,SAP,T001,ADRNR,address,,Address,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=address_id; module=UNKNOWN
address.id,SAP,BNKA,ADRNR,address,,Address Number,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=address_id; module=UNKNOWN
address.id,SAP,AFVC,ADRNR,address,Order — Operations Operations of maintenance orders. PM Plant Maintenance,Addresses: Address Number,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=address_id; module=PM
chart_of_accounts.id,SAP,ACDOCP,KTOPL,chart_of_accounts,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Chart of Accounts,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=chart_of_accounts_id; module=S/4HANA
chart_of_accounts.id,SAP,ACDOCA,KTOPL,chart_of_accounts,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Chart of Accounts,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=chart_of_accounts_id; module=S/4HANA
chart_of_accounts.id,SAP,T001,KTOPL,chart_of_accounts,,Chart of Accounts,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=chart_of_accounts_id; module=UNKNOWN
chart_of_accounts.id,SAP,SKA1,KTOPL,chart_of_accounts,G/L Account Master (Chart of Accounts) Chart-of-accounts level G/L master. FI Financial Accounting,Chart of Accounts,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=chart_of_accounts_id; module=FI
chart_of_accounts.id,SAP,SKAT,KTOPL,chart_of_accounts,G/L Account Description (Chart of Accounts) Multi-language G/L account names. FI Financial Accounting,Chart of Accounts,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=chart_of_accounts_id; module=FI
invoice.due_date,SAP,ACDOCA,NETDT,invoice,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Net Due Date,source=sap_full_inventory_classification; confidence=high; reason=existing_canonical_alias; rule=invoice_due_date; module=S/4HANA
invoice.due_date,SAP,BSEG,NETDT,invoice,"Accounting Document Segment (Line Items) Multiple records per doc. Posting key (BSCHL), account type (KOART), amounts DMBTR/WRBTR. Linked to BKPF via BUKRS+BELNR+GJAHR. FI Financial Accounting",Net Due Date,source=sap_full_inventory_classification; confidence=high; reason=existing_canonical_alias; rule=invoice_due_date; module=FI
payment.method_code,SAP,VBAK,PAY_METHOD,payment,"Sales Document — Header Data Sales orders, quotations, contracts. Doc type (AUART), sales org (VKORG), customer (KUNNR). SD Sales Distribution",List of Respected Payment Methods,source=sap_full_inventory_classification; confidence=high; reason=existing_canonical_alias; rule=payment_method_pay_method; module=SD
payment.method_code,SAP,VBAP,PAY_METHOD,payment,"Sales Document — Item Data Order line items: material, qty (KWMENG), net value (NETWR). SD Sales Distribution",List of Respected Payment Methods,source=sap_full_inventory_classification; confidence=high; reason=existing_canonical_alias; rule=payment_method_pay_method; module=SD
payment.method_code,SAP,VBKD,PAY_TYPE,payment,"Sales Document — Business Data Payment terms, incoterms, pricing date. SD Sales Distribution",Mandate: Payment Type,source=sap_full_inventory_classification; confidence=high; reason=existing_canonical_alias; rule=payment_method_pay_type; module=SD
payment.method_code,SAP,VBRK,PAY_TYPE,payment,"Billing Document — Header Invoice header (FKART billing type, NETWR net value). SD Sales Distribution",Mandate: Payment Type,source=sap_full_inventory_classification; confidence=high; reason=existing_canonical_alias; rule=payment_method_pay_type; module=SD
asset.class_code,SAP,ACDOCP,ANLKL,asset,Universal Journal — Plan Line Items Plan equivalent of ACDOCA. S4HANA New Tables,Asset Class,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=asset_class_code; module=S/4HANA
asset.class_code,SAP,ACDOCA,ANLKL,asset,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,Asset Class,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=asset_class_code; module=S/4HANA
asset.class_code,SAP,ANLA,ANLKL,asset,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,Asset Class,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=asset_class_code; module=FI
asset.manufacturer_name,SAP,ANLA,HERST,asset,Asset Master Record Master asset and sub-asset data. FI Financial Accounting,Manufacturer of Asset,source=sap_full_inventory_classification; confidence=high; reason=new_canonical_concept; rule=asset_manufacturer_name; module=FI
uom.code,SAP,VBAP,VRKME,uom,"Sales Document — Item Data Order line items: material, qty (KWMENG), net value (NETWR). SD Sales Distribution",Sales Unit,source=sap_full_inventory_classification; confidence=high; reason=existing_canonical_alias; rule=sales_unit_code; module=SD
uom.code,SAP,LIPS,VRKME,uom,"SD Delivery — Item Delivery items, picked/delivered qty. SD Sales Distribution",Sales Unit,source=sap_full_inventory_classification; confidence=high; reason=existing_canonical_alias; rule=sales_unit_code; module=SD
uom.code,SAP,VBRP,VRKME,uom,Billing Document — Item Invoice line items. SD Sales Distribution,Sales Unit,source=sap_full_inventory_classification; confidence=high; reason=existing_canonical_alias; rule=sales_unit_code; module=SD
material.erp_material_number,SAP,MARA,MATNR,material,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
document.created_date,SAP,MARA,ERSDA,document,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Created On,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
audit.created_by,SAP,MARA,ERNAM,audit,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Name of Person Responsible for Creating the Object,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
audit.changed_by,SAP,MARA,AENAM,audit,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Name of Person Who Changed Object,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.deletion_mark,SAP,MARA,LVORM,material,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Flag Material for Deletion at Client Level,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.base_uom_code,SAP,MARA,MEINS,material,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Base Unit of Measure,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.drawing_number,SAP,MARA,ZEINR,material,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Document number (without document management system),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.weight_unit_code,SAP,MARA,GEWEI,material,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Unit of Weight,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
customer.id,SAP,MARA,KUNNR,customer,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Competitor,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.batch_managed_flag,SAP,MARA,XCHPF,material,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Batch Management Requirement Indicator,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.country_of_origin_code,SAP,MARA,HERKL,material,"Material Master — General Data Cross-plant material master (material type MTART, units, BMEINS). MM Materials Mgmt",Country/Region of Origin of Material (Non-Preferential Ori.),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.erp_material_number,SAP,MAKT,MATNR,material,Material Descriptions Multi-language material short text (MAKTX). MM Materials Mgmt,Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
customer.language_code,SAP,MAKT,SPRAS,customer,Material Descriptions Multi-language material short text (MAKTX). MM Materials Mgmt,Language Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.erp_material_number,SAP,MARC,MATNR,material,"Material Master — Plant Data Plant-specific data (MRP type, lot size, planner). MM Materials Mgmt",Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.deletion_mark,SAP,MARC,LVORM,material,"Material Master — Plant Data Plant-specific data (MRP type, lot size, planner). MM Materials Mgmt",Flag Material for Deletion at Plant Level,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
product.lifecycle_status,SAP,MARC,MMSTA,product,"Material Master — Plant Data Plant-specific data (MRP type, lot size, planner). MM Materials Mgmt",Plant-Specific Material Status,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.batch_managed_flag,SAP,MARC,XCHPF,material,"Material Master — Plant Data Plant-specific data (MRP type, lot size, planner). MM Materials Mgmt",Batch Management Requirement Indicator for Plant,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.country_of_origin_code,SAP,MARC,HERKL,material,"Material Master — Plant Data Plant-specific data (MRP type, lot size, planner). MM Materials Mgmt",Country/Region of Origin of Material (Non-Preferential Ori.),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.erp_material_number,SAP,MARD,MATNR,material,Material Master — Storage Location Data Storage-location stock (LABST = unrestricted stock). MM Materials Mgmt,Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.deletion_mark,SAP,MARD,LVORM,material,Material Master — Storage Location Data Storage-location stock (LABST = unrestricted stock). MM Materials Mgmt,Flag Material for Deletion at Storage Location Level,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
supplier.posting_block_flag,SAP,MARD,SPERR,supplier,Material Master — Storage Location Data Storage-location stock (LABST = unrestricted stock). MM Materials Mgmt,Physical Inventory Blocking Indicator,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
stock.quantity,SAP,MARD,LABST,stock,Material Master — Storage Location Data Storage-location stock (LABST = unrestricted stock). MM Materials Mgmt,Valuated Unrestricted-Use Stock,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.country_of_origin_code,SAP,MARD,HERKL,material,Material Master — Storage Location Data Storage-location stock (LABST = unrestricted stock). MM Materials Mgmt,Country/Region of Origin of Material (Non-Preferential Ori.),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
document.created_date,SAP,MARD,ERSDA,document,Material Master — Storage Location Data Storage-location stock (LABST = unrestricted stock). MM Materials Mgmt,Created On,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.erp_material_number,SAP,MBEW,MATNR,material,"Material Valuation Standard/moving avg price (STPRS, VERPR), stock value. MM Materials Mgmt",Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.deletion_mark,SAP,MBEW,LVORM,material,"Material Valuation Standard/moving avg price (STPRS, VERPR), stock value. MM Materials Mgmt",Deletion flag for all material data of a valuation type,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
stock.quantity,SAP,MBEW,LBKUM,stock,"Material Valuation Standard/moving avg price (STPRS, VERPR), stock value. MM Materials Mgmt",Total Valuated Stock,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
quote.valid_from_date,SAP,MBEW,PDATV,quote,"Material Valuation Standard/moving avg price (STPRS, VERPR), stock value. MM Materials Mgmt",Fiscal Year of Previous Standard Cost Estimate,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.erp_material_number,SAP,MARM,MATNR,material,Units of Measure for Material Alternative units of measure and conversions. MM Materials Mgmt,Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.weight_unit_code,SAP,MARM,GEWEI,material,Units of Measure for Material Alternative units of measure and conversions. MM Materials Mgmt,Unit of Weight,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
requisition.line_item_number,SAP,EBAN,BNFPO,requisition,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Item number of purchase requisition,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
purchase_order.document_type,SAP,EBAN,BSART,purchase_order,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Purchase Requisition Document Type,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.deletion_mark,SAP,EBAN,LOEKZ,material,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Deletion Indicator in Purchasing Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
audit.created_by,SAP,EBAN,ERNAM,audit,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Name of Person Responsible for Creating the Object,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
document.created_date,SAP,EBAN,ERDAT,document,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Last Changed On,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
requisition.requester_id,SAP,EBAN,AFNAM,requisition,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Name of requisitioner/requester,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.erp_material_number,SAP,EBAN,MATNR,material,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
bom.quantity,SAP,EBAN,MENGE,bom,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Purchase requisition quantity,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.base_uom_code,SAP,EBAN,MEINS,material,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Purchase requisition unit of measure,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
supplier.id,SAP,EBAN,LIFNR,supplier,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Desired Vendor,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
contract.id,SAP,EBAN,KONNR,contract,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Number of principal purchase agreement,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
asset.serial_number,SAP,EBAN,SERNR,asset,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,BOM explosion number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
purchase_order.line_item_number,SAP,EBAN,EBELP,purchase_order,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Purchase order item number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
purchase_order.document_date,SAP,EBAN,BEDAT,purchase_order,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Purchase Order Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
address.id,SAP,EBAN,ADRNR,address,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Manual address number in purchasing document item,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
customer.id,SAP,EBAN,KUNNR,customer,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Customer,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
accounting.document_currency_code,SAP,EBAN,WAERS,accounting,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Currency Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
customer.language_code,SAP,EBAN,SPRAS,customer,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Language Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
tax.rate,SAP,EBAN,MWSKZ,tax,Purchase Requisition PR header & item combined; one row per PR line. MM Materials Mgmt,Tax on sales/purchases code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
company.id,SAP,EKKO,BUKRS,company,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.deletion_mark,SAP,EKKO,LOEKZ,material,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Deletion Indicator in Purchasing Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
document.changed_date,SAP,EKKO,AEDAT,document,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Creation Date of Purchasing Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
audit.created_by,SAP,EKKO,ERNAM,audit,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",User of person who created a purchasing document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
supplier.id,SAP,EKKO,LIFNR,supplier,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Vendor's account number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
customer.language_code,SAP,EKKO,SPRAS,customer,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Language Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
payment_term.id,SAP,EKKO,ZTERM,payment_term,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Terms of Payment Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
accounting.document_currency_code,SAP,EKKO,WAERS,accounting,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Currency Key,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
purchase_contract.valid_from_date,SAP,EKKO,KDATB,purchase_contract,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Start of Validity Period,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
purchase_contract.valid_to_date,SAP,EKKO,KDATE,purchase_contract,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",End of Validity Period,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
contact.phone,SAP,EKKO,TELF1,contact,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Supplier's Telephone Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
contract.id,SAP,EKKO,KONNR,contract,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Number of principal purchase agreement,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
incoterm.code,SAP,EKKO,INCO1,incoterm,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Incoterms (Part 1),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
incoterm.location,SAP,EKKO,INCO2,incoterm,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Incoterms (Part 2),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
purchase_contract.value,SAP,EKKO,KTWRT,purchase_contract,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Target Value for Header Area per Distribution,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
supplier.tax_registration_id,SAP,EKKO,STCEG,supplier,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",VAT Registration Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
approval.approved_date,SAP,EKKO,RELEASE_DATE,approval,"Purchasing Document Header PO/contract/scheduling-agreement header. Vendor (LIFNR), purch org (EKORG), doc type (BSART). MM Materials Mgmt",Release Date of Contract,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
purchase_order.line_item_number,SAP,EKPO,EBELP,purchase_order,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Item Number of Purchasing Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.deletion_mark,SAP,EKPO,LOEKZ,material,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Deletion Indicator in Purchasing Document,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
document.changed_date,SAP,EKPO,AEDAT,document,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Purchasing Document Item Change Date,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.erp_material_number,SAP,EKPO,MATNR,material,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Material Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
company.id,SAP,EKPO,BUKRS,company,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Company Code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
bom.quantity,SAP,EKPO,MENGE,bom,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Purchase Order Quantity,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.base_uom_code,SAP,EKPO,MEINS,material,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Purchase Order Unit of Measure,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
price.unit,SAP,EKPO,NETPR,price,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Net Price in Purchasing Document (in Document Currency),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
tax.rate,SAP,EKPO,MWSKZ,tax,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Tax on sales/purchases code,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
contract.id,SAP,EKPO,KONNR,contract,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Number of principal purchase agreement,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
customer.id,SAP,EKPO,KUNNR,customer,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Customer,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
address.id,SAP,EKPO,ADRNR,address,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Manual address number in purchasing document item,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
material.weight_unit_code,SAP,EKPO,GEWEI,material,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Unit of Weight,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
incoterm.code,SAP,EKPO,INCO1,incoterm,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Incoterms (Part 1),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
incoterm.location,SAP,EKPO,INCO2,incoterm,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Incoterms (Part 2),source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
rfq.id,SAP,EKPO,ANFNR,rfq,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",RFQ Number,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
requisition.line_item_number,SAP,EKPO,BNFPO,requisition,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Item number of purchase requisition,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
requisition.requester_id,SAP,EKPO,AFNAM,requisition,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Name of requisitioner/requester,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
purchase_contract.value,SAP,EKPO,TARGET_VALUE,purchase_contract,"Purchasing Document Item PO line items: material (MATNR), plant (WERKS), qty (MENGE), net price (NETPR). MM Materials Mgmt",Target Value at Item Level in Procurement Hub,source=sap_full_inventory_classification; confidence=high; reason=direct_alias_match; module=MM; mode=context_only
