priority_rank,priority_tier,sap_module,sap_table,sap_field,sap_description,classification_bucket,top_canonical_concept_id,top_canonical_matches,top_knowledge_concept_id,top_knowledge_matches,suggested_action
33,P3,FI,BSEG,GKART,Offsetting Account Type,weak_canonical_candidate,account.type,account.type:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,GKONT,Offsetting Account Number,weak_canonical_candidate,account.id,account.id:0.60 | supplier_bank_account.account_number:0.60 | bank_account.account_number:0.50,account number,account number:0.55 | bank account employee:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,GLO_REF1,Country/Region Specific Reference 1 on line item,weak_canonical_candidate,activity id,activity id:0.60 | address.country:0.60 | company.id:0.60,activity id,activity id:0.55 | address.country:0.55 | company.id:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,GRICD,Activity Code for Gross Income Tax,weak_canonical_candidate,material.sku,material.sku:0.60 | tax.id:0.50 | tax.rate:0.50,tax code,tax code:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,GRIRG,"Region (State, Province, County)",weak_canonical_candidate,address.region,address.region:0.60 | supplier.address:0.50 | supplier.region_code:0.50,state province,state province:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,GROUND_DT,Payment Basis Document Date,weak_canonical_candidate,payment.date,payment.date:0.60,document date,document date:0.55 | issue date:0.55 | payment date:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,GROUND_NO,Payment Basis Document Number,weak_canonical_candidate,account.owner_employee_id,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id,account.owner_employee_id:0.55 | document number:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,GROUND_TYP,Type of Payment Basis Document,weak_canonical_candidate,document.type,document.type:0.60 | purchase_order.document_type:0.50,document type,document type:0.55 | po type:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,GVTYP,P&L statement account type,weak_canonical_candidate,account.type,account.type:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,HBKID,Short Key for a House Bank,weak_canonical_candidate,activity id,activity id:0.60 | bank_account.routing_number:0.60 | company.id:0.60,activity id,activity id:0.55 | bank name:0.55 | company.id:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,HIST_TAX_FACTOR,Historical Factor for calculating Tax Amount,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | payroll.tax_amount:0.50,gross amount,gross amount:0.55 | invoice amount:0.55 | po total:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,HIST_TAX_FACTOR1,Historical Factor for calculating Tax Amount,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | payroll.tax_amount:0.50,gross amount,gross amount:0.55 | invoice amount:0.55 | po total:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,HIST_TAX_FACTOR2,Historical Factor for calculating Tax Amount,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | payroll.tax_amount:0.50,gross amount,gross amount:0.55 | invoice amount:0.55 | po total:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,HIST_TAX_FACTOR3,Historical Factor for calculating Tax Amount,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | payroll.tax_amount:0.50,gross amount,gross amount:0.55 | invoice amount:0.55 | po total:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,HKTID,ID for Account Details,weak_canonical_candidate,account.id,account.id:0.60 | activity id:0.60 | company.id:0.60,activity id,activity id:0.55 | company.id:0.55 | gl account:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,HRKFT,Origin Group as Subdivision of Cost Element,weak_canonical_candidate,sap_term.cost_element,sap_term.cost_element:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,HWBAS,Tax Base Amount in Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.from_currency_code:0.60 | exchange_rate.to_currency_code:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,HWMET,Method with Which the Local Currency Amount Was Determined,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | invoice.amount:0.60 | accounting.document_currency_code:0.50,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,HWZUZ,Provision Amount in Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,H_BSTAT,Document Status,weak_canonical_candidate,supplier.region_code,supplier.region_code:0.70,document status,document status:0.90,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,H_BUDAT,Posting Date in the Document,weak_canonical_candidate,accounting.posting_date,accounting.posting_date:0.60 | inventory_transaction.date:0.60 | goods_receipt.date:0.50,document date,document date:0.55 | issue date:0.55 | posting date:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,H_HWAE2,Currency Key of Second Local Currency,weak_canonical_candidate,activity id,activity id:0.60 | address.city:0.60 | bank_account.currency_code:0.60,activity id,activity id:0.55 | address.city:0.55 | company.id:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,H_HWAE3,Currency Key of Third Local Currency,weak_canonical_candidate,activity id,activity id:0.60 | address.city:0.60 | bank_account.currency_code:0.60,activity id,activity id:0.55 | address.city:0.55 | company.id:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,H_WAERS,Currency Key,weak_canonical_candidate,activity id,activity id:0.60 | bank_account.currency_code:0.60 | company.id:0.60,activity id,activity id:0.55 | company.id:0.55 | compensation.base_salary:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,IGNR_IVREF,FMFG: Ignore the invoice reference during FI doc splitting,weak_canonical_candidate,activity id,activity id:0.60 | company.id:0.60 | invoice.number:0.60,activity id,activity id:0.55 | company.id:0.55 | document id:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,IMKEY,Internal Key for Real Estate Object,weak_canonical_candidate,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id,activity id:0.55 | company.id:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,INWARD_NO,Incoming Document Number,weak_canonical_candidate,account.owner_employee_id,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id,account.owner_employee_id:0.55 | document number:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,IRN,Invoice Reference Number,weak_canonical_candidate,activity id,activity id:0.60 | company.id:0.60 | invoice.number:0.60,activity id,activity id:0.55 | ap invoice number:0.55 | ar invoice number:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,J_1TPBUPL,Branch Code,weak_canonical_candidate,bank_account.routing_number,bank_account.routing_number:0.70,branch code,branch code:0.90,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,KBLNR,Document Number for Earmarked Funds,weak_canonical_candidate,account.owner_employee_id,account.owner_employee_id:0.60 | account.industry:0.50 | accounting.document_number:0.50,account.owner_employee_id,account.owner_employee_id:0.55 | document number:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,KLIBT,Credit Control Amount,weak_canonical_candidate,invoice.amount,invoice.amount:0.60,credit amount,credit amount:0.55 | gross amount:0.55 | invoice amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,KONTT,Account Assignment Category for Industry Solution,weak_canonical_candidate,account.industry,account.industry:0.60 | account.type:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,KTOSL,Transaction Key,weak_canonical_candidate,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id,activity id:0.55 | company.id:0.55 | transaction id:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,KURSR,Hedged Exchange Rate,weak_canonical_candidate,exchange_rate.rate,exchange_rate.rate:0.60,exchange rate,exchange rate:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,KZBTR,Original Reduction Amount in Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,LNRAN,Sequence Number of Asset Line Items in Fiscal Year,weak_canonical_candidate,asset.id,asset.id:0.60 | fiscal_year.id:0.60 | purchase_order.line_item_number:0.50,asset number,asset number:0.55 | fiscal year:0.55 | line number:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,LOKKT,Alternative Account Number in Company Code,weak_canonical_candidate,account.id,account.id:0.60 | company.id:0.60 | company_code.id:0.60,account number,account number:0.55 | bank account employee:0.55 | company code:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,LWBTR,Amount in Reporting Currency for Tax Breakdown,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,LWSTS,Tax amount in Reporting Currency,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | accounting.document_currency_code:0.50 | bank_account.currency_code:0.50,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,MNDID,Unique Reference to Mandate for each Payee,weak_canonical_candidate,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id,activity id:0.55 | company.id:0.55 | guid:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,MSCHL,Dunning Key,weak_canonical_candidate,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id,activity id:0.55 | company.id:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,MWSK3,Tax Code for Distribution,weak_canonical_candidate,tax.id,tax.id:0.50 | tax.rate:0.50,tax code,tax code:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,MWST2,Tax Amount in Second Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,MWST3,Tax Amount in Third Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,MWSTS,Tax Amount in Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,NAVFW,Non-Deductible Input Tax (in Document Currency),weak_canonical_candidate,accounting.document_currency_code,accounting.document_currency_code:0.60 | exchange_rate.to_currency_code:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,NAVH2,Non-Deductible Input Tax in Second Local Currency,weak_canonical_candidate,exchange_rate.to_currency_code,exchange_rate.to_currency_code:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,NAVH3,Non-Deductible Input Tax in Third Local Currency,weak_canonical_candidate,exchange_rate.to_currency_code,exchange_rate.to_currency_code:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,NAVHW,Non-Deductible Input Tax (in Local Currency),weak_canonical_candidate,exchange_rate.to_currency_code,exchange_rate.to_currency_code:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,NEBTR,Net Payment Amount,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | net_price_amount:0.60 | payment.amount:0.60,gross amount,gross amount:0.55 | invoice amount:0.55 | net amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,NPLNR,Network Number for Account Assignment,weak_canonical_candidate,account.id,account.id:0.60 | supplier_bank_account.account_number:0.60 | bank_account.account_number:0.50,account number,account number:0.55 | bank account employee:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,NPREI,New Price,weak_canonical_candidate,invoice.amount,invoice.amount:0.60,gross amount,gross amount:0.55 | invoice amount:0.55 | po total:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,OBZEI,Number of Line Item in Original Document,weak_canonical_candidate,account.owner_employee_id,account.owner_employee_id:0.60 | material.number:0.60 | account.industry:0.50,account.owner_employee_id,account.owner_employee_id:0.55 | document number:0.55 | line number:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PAYS_TRAN,Payment Reference of Payment Service Provider,weak_canonical_candidate,activity id,activity id:0.60 | company.id:0.60 | external_reference.id:0.60,activity id,activity id:0.55 | company.id:0.55 | external_reference.id:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PENDAYS,Number of Days for Penalty Charge Calculation,weak_canonical_candidate,address.id,address.id:0.60 | activity id:0.50,address.id,address.id:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PENFC,Penalty Charge Amount in Document Currency,weak_canonical_candidate,accounting.document_currency_code,accounting.document_currency_code:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PENLC1,Penalty Charge Amount in First Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PENLC2,Penalty Charge Amount in Second Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PENLC3,Penalty Charge Amount in Third Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PENRC,Reason for Late Payment,weak_canonical_candidate,sap_term.payment_reason,sap_term.payment_reason:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PEROP_BEG,Billing Period of Performance Start Date,weak_canonical_candidate,absence.start_date,absence.start_date:0.60 | employee.position:0.60 | validity.start_date:0.60,absence start date,absence start date:0.55 | absence.start_date:0.55 | address valid from:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PEROP_END,Billing Period of Performance End Date,weak_canonical_candidate,absence.end_date,absence.end_date:0.60 | employee.position:0.60 | accounting.posting_date:0.50,absence end date,absence end date:0.55 | absence.end_date:0.55 | address valid to:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PRCTR_DRVTN_SOURCE_TYPE,Profit Center Derivation Source,weak_canonical_candidate,profit_center.id,profit_center.id:0.60,profit center,profit center:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PSALT,Alternative Price Control,weak_canonical_candidate,invoice.amount,invoice.amount:0.60,gross amount,gross amount:0.55 | invoice amount:0.55 | po total:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PSWBT,Amount for Updating in General Ledger,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | accounting.local_currency_amount:0.50 | journal_entry.amount:0.50,gross amount,gross amount:0.55 | invoice amount:0.55 | local currency amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PYAMT,Amount in Payment Currency,weak_canonical_candidate,exchange_rate.to_currency_code,exchange_rate.to_currency_code:0.60 | invoice.amount:0.60 | payment.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,PYMTKEY,Payment or Proposal Key,weak_canonical_candidate,activity id,activity id:0.60 | company.id:0.60 | payment.reference:0.60,activity id,activity id:0.55 | company.id:0.55 | payment reference:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,QBSHB,Withholding Tax Amount (in Document Currency),weak_canonical_candidate,accounting.document_currency_code,accounting.document_currency_code:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,QSFBT,Withholding Tax-Exempt Amount (in Document Currency),weak_canonical_candidate,accounting.document_currency_code,accounting.document_currency_code:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,QSSHB,Withholding Tax Base Amount,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | payroll.tax_amount:0.60,gross amount,gross amount:0.55 | invoice amount:0.55 | po total:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,QSZNR,Certificate Number of the Withholding Tax Exemption,weak_canonical_candidate,certificate.id,certificate.id:0.60 | payroll.tax_amount:0.60 | tax.id:0.50,tax id number,tax id number:0.55 | tax number pib:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,RDIF2,Exchange Rate Difference Realized for Second Local Currency,weak_canonical_candidate,exchange_rate.rate,exchange_rate.rate:0.60 | exchange_rate.to_currency_code:0.60,exchange rate,exchange rate:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,RDIFF,Exchange Rate Gain/Loss Realized,weak_canonical_candidate,exchange_rate.rate,exchange_rate.rate:0.60,exchange rate,exchange rate:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,REBZG,Document No. of the Invoice to Which the Transaction Belongs,weak_canonical_candidate,account.owner_employee_id,account.owner_employee_id:0.60 | invoice.number:0.60 | account.industry:0.50,account.owner_employee_id,account.owner_employee_id:0.55 | ap invoice number:0.55 | ar invoice number:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,REBZT,Follow-On Document Type,weak_canonical_candidate,document.type,document.type:0.60 | purchase_order.document_type:0.50,document type,document type:0.55 | po type:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,REWRT,Invoice Value Entered (in Local Currency),weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | invoice.amount:0.60 | accounting.document_currency_code:0.50,ap invoice amount,ap invoice amount:0.55 | ar invoice amount:0.55 | currency price:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,REWWR,Invoice Amount in Foreign Currency,weak_canonical_candidate,exchange_rate.to_currency_code,exchange_rate.to_currency_code:0.60 | invoice.amount:0.60 | accounting.document_currency_code:0.50,ap invoice amount,ap invoice amount:0.55 | ar invoice amount:0.55 | currency price:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,RE_ACCOUNT,Cash Ledger: Expense or Revenue Account,weak_canonical_candidate,account.id,account.id:0.50 | gl_account.id:0.50,sap_knowledge_available.cash_origin_account,sap_knowledge_available.cash_origin_account:1.00 | gl account:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,RE_BUKRS,Cash Ledger: Company Code for Expense/Revenue,weak_canonical_candidate,company_code.id,company_code.id:0.60 | ledger.id:0.60 | supplier.intercompany_code:0.60,company code,company code:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SAKNR,G/L Account Number,weak_canonical_candidate,account.id,account.id:0.60 | supplier_bank_account.account_number:0.60 | bank_account.account_number:0.50,gl account number,gl account number:1.00 | account number:0.55 | bank account employee:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SAMNR,Invoice List Number,weak_canonical_candidate,invoice.number,invoice.number:0.60 | journal_entry.reference:0.50 | payment.reference:0.50,ap invoice number,ap invoice number:0.55 | ar invoice number:0.55 | invoice number:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SERVICE_DOC_TYPE,Service Document Type,weak_canonical_candidate,document.type,document.type:0.60 | purchase_order.document_type:0.50,document type,document type:0.70 | po type:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SK1DT,Due Date for Cash Discount 1,weak_canonical_candidate,invoice.due_date,invoice.due_date:0.50,ap due date,ap due date:0.55 | ar due date:0.55 | due date:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SK2DT,Due Date for Cash Discount 2,weak_canonical_candidate,invoice.due_date,invoice.due_date:0.50,ap due date,ap due date:0.55 | ar due date:0.55 | due date:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SKFBT,Amount Eligible for Cash Discount in Document Currency,weak_canonical_candidate,accounting.document_currency_code,accounting.document_currency_code:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | discount amount:0.55 | document currency amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SKNT2,Cash Discount Amount in Second Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | discount amount:0.55 | document currency amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SKNT3,Cash Discount Amount in Third Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | discount amount:0.55 | document currency amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SKNTO,Cash Discount Amount in Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.to_currency_code:0.60 | invoice.amount:0.60,currency price,currency price:0.55 | discount amount:0.55 | document currency amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SPGRC,Blocking Reason: Quality,weak_canonical_candidate,reason.code,reason.code:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SPGRG,Blocking Reason: Order Price Quantity,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | production_order.quantity:0.60 | reason.code:0.60,gross amount,gross amount:0.55 | invoice amount:0.55 | po order quantity:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SPGRM,Blocking Reason: Quantity,weak_canonical_candidate,reason.code,reason.code:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SPGRP,Blocking Reason: Price,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | reason.code:0.60,gross amount,gross amount:0.55 | invoice amount:0.55 | po total:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SPGRQ,Manual Blocking Reason,weak_canonical_candidate,reason.code,reason.code:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SPGRS,Blocking Reason: Item Amount,weak_canonical_candidate,invoice.amount,invoice.amount:0.60 | reason.code:0.60,gross amount,gross amount:0.55 | invoice amount:0.55 | po total:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SPGRT,Blocking Reason: Date,weak_canonical_candidate,reason.code,reason.code:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,SPGRV,Blocking Reason: Project Budget,weak_canonical_candidate,reason.code,reason.code:0.60,budget project,budget project:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,STBUK,Tax Company Code,weak_canonical_candidate,company_code.id,company_code.id:0.60 | supplier.intercompany_code:0.60 | company.id:0.50,company code,company code:0.55 | tax code:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,STEKZ,Component of the Version Number,weak_canonical_candidate,version.number,version.number:0.60,version number,version number:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,STTAX,Tax Amount as Statistical Information in Document Currency,weak_canonical_candidate,accounting.document_currency_code,accounting.document_currency_code:0.60 | invoice.amount:0.60 | bank_account.currency_code:0.50,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TAXPS,Tax document item number,weak_canonical_candidate,account.owner_employee_id,account.owner_employee_id:0.60 | material.number:0.60 | account.industry:0.50,account.owner_employee_id,account.owner_employee_id:0.55 | document number:0.55 | tax id number:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TAX_COUNTRY1,Tax Country or Region for Tax Breakdown,weak_canonical_candidate,sap_term.tax_reporting_country_region,sap_term.tax_reporting_country_region:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TAX_COUNTRY2,Tax Country or Region for Tax Breakdown,weak_canonical_candidate,sap_term.tax_reporting_country_region,sap_term.tax_reporting_country_region:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TAX_COUNTRY3,Tax Country or Region for Tax Breakdown,weak_canonical_candidate,sap_term.tax_reporting_country_region,sap_term.tax_reporting_country_region:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TBTKZ,Indicator: Subsequent Debit/Credit,weak_canonical_candidate,journal_entry.debit_credit_indicator,journal_entry.debit_credit_indicator:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TXBFW,Original Tax Base Amount in Document Currency,weak_canonical_candidate,accounting.document_currency_code,accounting.document_currency_code:0.60 | exchange_rate.from_currency_code:0.60 | exchange_rate.to_currency_code:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TXBH2,Tax Base/Original Tax Base in Second Local Currency,weak_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:0.60 | exchange_rate.to_currency_code:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TXBH3,Tax Base/Original Tax Base in Third Local Currency,weak_canonical_candidate,exchange_rate.from_currency_code,exchange_rate.from_currency_code:0.60 | exchange_rate.to_currency_code:0.60,,,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TXBHW,Original Tax Base Amount in Local Currency,weak_canonical_candidate,accounting.local_currency_amount,accounting.local_currency_amount:0.60 | exchange_rate.from_currency_code:0.60 | exchange_rate.to_currency_code:0.60,currency price,currency price:0.55 | document currency amount:0.55 | gross amount:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TXDAT_FROM,Valid-From Date of the Tax Rate,weak_canonical_candidate,quote.valid_from_date,quote.valid_from_date:0.60 | tax.rate:0.60 | validity.start_date:0.60,address valid from,address valid from:0.55 | leave from:0.55 | period from:0.55,disambiguate_canonical_target_before_promotion
33,P3,FI,BSEG,TXDAT_FROM1,Valid-From Date of Tax Rate for Tax Breakdown(Tax Backpack),weak_canonical_candidate,quote.valid_from_date,quote.valid_from_date:0.60 | tax.rate:0.60 | validity.start_date:0.60,address valid from,address valid from:0.55 | leave from:0.55 | period from:0.55,disambiguate_canonical_target_before_promotion
