sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,sap_table_description,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_canonical_matches,top_knowledge_concept_id,top_knowledge_strength,top_knowledge_matches,classification_bucket,review_recommendation
S/4HANA,ACDOCA,ARBID,Object ID of the resource,CR_OBJID,CR_OBJID,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,0.60,activity id:0.60 | company.id:0.60 | resource.id:0.60,activity id,0.55,activity id:0.55 | company.id:0.55 | resource id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,VORNR,Operation/Activity Number,VORNR,VORNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,production_operation.number,,production_operation.number,1.00,production_operation.number:1.00,operation number,1.00,operation number:1.00 | production_operation.number:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,AUFPS,Order item number,CO_POSNR,CO_POSNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,material.number,1.00,material.number:1.00,material.number,1.00,material.number:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,UVORN,Suboperation,UVORN,VORNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,EQUNR,Equipment Number,EQUNR,EQUNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,equipment.id,equipment.id,equipment.id,1.00,equipment.id:1.00 | asset.id:0.80,equipment id,1.00,equipment id:1.00 | equipment.id:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,TPLNR,Functional Location,TPLNR,TPLNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,ISTRU,Assembly,ISTRU,MATNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,ILART,Maintenance activity type,ILA,ILART,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,1.00,activity id:1.00 | warehouse_task.type:0.50,activity id,1.00,activity id:1.00 | activity type:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,PLKNZ,Maintenance order planning indicator,AUF_PLKNZ,AUF_PLKNZ,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,maintenance order,0.55,maintenance order:0.55,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
S/4HANA,ACDOCA,ARTPR,Priority Type,ARTPR,ARTPR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,1.00,activity id:1.00,activity id,1.00,activity id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,PRIOK,Priority,PRIOK,PRIOK,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,case.priority,0.70,case.priority:0.70,priority,0.90,priority:0.90,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,MAUFNR,Number of Superior Order,MAUFNR,AUFNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,journal_entry.id,1.00,journal_entry.id:1.00,journal_entry.id,1.00,journal_entry.id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,MATKL_MM,Material Group,FINS_MATKL_MM,MATKL,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,material.raw_material_group_id,material.raw_material_group_id,material.raw_material_group_id,1.00,material.raw_material_group_id:1.00 | material_group.id:0.90 | product.category:0.70,material.raw_material_group_id,1.00,material.raw_material_group_id:1.00 | material group:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,PAUFPS,Partner Order Item Number,FCO_PAR_AUFPS,CO_POSNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,material.number,0.60,material.number:0.60,,,,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,VORNR_ORG,Origin Operation Number,FINS_ORIGIN_OPERATION,VORNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,production_operation.number,0.60,production_operation.number:0.60,operation number,0.55,operation number:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,PLANNED_PARTS_WORK,Planned Parts/Work,FINS_PLANNED_PARTS_WORK,BOOLE,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,FKART,Billing Type,FKART,FKART,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,1.00,activity id:1.00,activity id,1.00,activity id:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,VKORG,Sales Organization,VKORG,VKORG,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,sales_organization.id,sales_organization.id,sales_organization.id,1.00,sales_organization.id:1.00,sales organization,1.00,sales organization:1.00 | sales team:1.00 | sales_organization.id:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,VTWEG,Distribution Channel,VTWEG,VTWEG,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,distribution_channel.id,distribution_channel.id,distribution_channel.id,1.00,distribution_channel.id:1.00,distribution_channel.id,1.00,distribution_channel.id:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,SPART,Division,SPART,SPART,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,division.id,division.id,division.id,1.00,division.id:1.00 | department.id:0.70 | employee.department:0.70,division.id,1.00,division.id:1.00 | department:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,MATNR_COPA,Product Sold,FINS_MATNR_PA,MATNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,MATKL,Product Sold Group,FINS_MATKL_PA,MATKL,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,material.raw_material_group_id,,material.raw_material_group_id,1.00,material.raw_material_group_id:1.00 | material_group.id:1.00 | product.category:0.60,material group,1.00,material group:1.00 | material.raw_material_group_id:1.00 | material_group.id:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,KDGRP,Customer Group,KDGRP,KDGRP,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,customer_group.id,customer_group.id,customer_group.id,1.00,customer_group.id:1.00 | customer.classification:0.70 | purchasing_group.id:0.60,customer_group.id,1.00,customer_group.id:1.00 | customer group:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,LAND1,Country/Region Key,LAND1_GP,LAND1,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,address.country_code,,address.country_code,1.00,address.country_code:1.00 | supplier.address:0.80 | supplier.country_code:0.80,address.country_code,1.00,address.country_code:1.00 | country:1.00 | vendor country:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,BRSCH,Industry key,BRSCH,BRSCH,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,account.industry,,account.industry,1.00,account.industry:1.00 | activity id:0.60 | company.id:0.60,account.industry,1.00,account.industry:1.00 | industry:1.00 | activity id:0.55,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,BZIRK,Sales District,BZIRK,BZIRK,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,KUNRE,Bill-to Party,KUNRE,KUNNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,KUNWE,Ship-to Party,KUNWE,KUNNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,customer.id,0.70,customer.id:0.70,ship to party,0.90,ship to party:0.90,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,KONZS,Group key,KONZS,KONZS,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,0.60,activity id:0.60 | benefit_plan.id:0.60 | company.id:0.60,activity id,0.55,activity id:0.55 | benefit_plan.id:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,KMMAKL_PA,Material Group,MATKL,MATKL,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,material.raw_material_group_id,material.raw_material_group_id,material.raw_material_group_id,1.00,material.raw_material_group_id:1.00 | material_group.id:0.90 | product.category:0.70,material.raw_material_group_id,1.00,material.raw_material_group_id:1.00 | material group:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,KMLAND_PA,Country/Region Key,LAND1_GP,LAND1,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,activity id,0.60,activity id:0.60 | address.country:0.60 | company.id:0.60,activity id,0.55,activity id:0.55 | address.country:0.55 | company.id:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,KMKDGR_PA,Customer Group,KDGRP,KDGRP,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,customer_group.id,customer_group.id,customer_group.id,1.00,customer_group.id:1.00 | customer.classification:0.70 | purchasing_group.id:0.60,customer_group.id,1.00,customer_group.id:1.00 | customer group:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,KMHI01_PA,Customer hierarchy Level 1,HIEZU01,KUNNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,KMHI02_PA,Customer hierarchy Level 2,HIEZU02,KUNNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,KMHI03_PA,Customer hierarchy Level 3,HIEZU03,KUNNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,KMVKBU_PA,Sales Office,VKBUR,VKBUR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,KMVKGR_PA,Sales Group,VKGRP,VKGRP,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,sales_organization.id,0.70,sales_organization.id:0.70,sales team,0.90,sales team:0.90,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,KMVTNR_PA,Sales Employee,VRTNR,PERNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,KMWNHG_PA,Main Material Group,RKESKMWNHG,RKESKMWNHG,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,material.raw_material_group_id,0.60,material.raw_material_group_id:0.60 | material_group.id:0.60 | product.category:0.50,material group,0.55,material group:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,PARTNER_PA,CO-PA Partner,RKEPARTNER,RKEPARTNER,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,PRODH_PA,Product Hierarchy,PRODH_D,PRODH,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,product.category,product.category,product.category,1.00,product.category:1.00,product.category,1.00,product.category:1.00,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,ARTNRG_PA,Generic Article,FSH_ARTNRG,MATNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,BONUS_PA,Volume rebate group,BONUS,BONUS,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,compensation.plan,1.00,compensation.plan:1.00,compensation.plan,1.00,compensation.plan:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,CRMELEM_PA,CRM Marketing Element,RKECRMELEM,PS_POSNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,EFORM_PA,Form of manufacture,RKEG_EFORM,RKEG_EFORM,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,KMLEGS_PA,Route Segment,RKESKMLEGS,RKESKMLEGS,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,WWREG_PA,Region,RKEG_WWREG,RKEG_WWREG,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,supplier.address,supplier.address,supplier.address,1.00,supplier.address:1.00 | supplier.region_code:0.90 | territory.id:0.70,supplier.address,1.00,supplier.address:1.00 | region:0.90 | state province:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,KMORIG_PA,Departure Location,RKESKMORIG,RKESKMORIG,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,VKBUR_PA,Sales Office,VKBUR,VKBUR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,VKGRP_PA,Sales Group,VKGRP,VKGRP,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,sales_organization.id,0.70,sales_organization.id:0.70,sales team,0.90,sales team:0.90,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,WWDAT_PA,Valid To Date,RKEG_WWDAT,RKEG_WWDAT,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,inventory_lot.manufacture_date,1.00,inventory_lot.manufacture_date:1.00,inventory_lot.manufacture_date,1.00,inventory_lot.manufacture_date:1.00 | address valid to:0.55 | leave to:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,WWTST_PA,date,RKEG_WWTST,RKEG_WWTST,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,time entry date,0.90,time entry date:0.90,knowledge_only,"Knowledge support exists, but no current canonical concept is reachable."
S/4HANA,ACDOCA,WWREF_PA,Goods receipt date as requirements/receipt date,RADWETERMIN,XFLAG,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,goods_receipt.date,0.60,goods_receipt.date:0.60,goods receipt,0.55,goods receipt:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,WWVOR_PA,Servicevorgangsart,RKEG_WWVOR,RKEG_WWVOR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,WWRGN_PA,REGIO,RKEG_WWRGN,RKEG_WWRGN,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,supplier.region_code,supplier.region_code,supplier.region_code,1.00,supplier.region_code:1.00 | supplier.address:0.70,supplier.region_code,1.00,supplier.region_code:1.00 | region:0.90 | state province:0.90,direct_alias_match,Already maps directly to an existing canonical concept via SAP field alias.
S/4HANA,ACDOCA,RE_BUKRS,Cash Origin Company Code,FIS_RE_BUKRS,BUKRS,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,company_code.id,0.60,company_code.id:0.60 | supplier.intercompany_code:0.60 | company.id:0.50,company code,0.55,company code:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,RE_ACCOUNT,Cash Origin Account,FIS_RE_ACCOUNT,SAKNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,FIKRS,Financial Management Area,FIKRS,FIKRS,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,FIPEX,Commitment Item,FM_FIPEX,FM_FIPEX,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,journal_entry.line_item_number,1.00,journal_entry.line_item_number:1.00,journal_entry.line_item_number,1.00,journal_entry.line_item_number:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,FISTL,Funds Center,FISTL,FISTL,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,requisition.line_item_number,1.00,requisition.line_item_number:1.00,requisition.line_item_number,1.00,requisition.line_item_number:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,MEASURE,Funded Program,FM_MEASURE,FM_MEASURE,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,RFUND,Fund,BP_GEBER,BP_GEBER,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,RGRANT_NBR,Grant,GM_GRANT_NBR,GM_GRANT_NBR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,requisition.line_item_number,1.00,requisition.line_item_number:1.00,requisition.line_item_number,1.00,requisition.line_item_number:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,RBUDGET_PD,Budget Period,FM_BUDGET_PERIOD,FM_BUDGET_PERIOD,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,SFUND,Partner Fund,BP_P_GEBER,BP_GEBER,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,SGRANT_NBR,Partner Grant,GM_GRANT_PARTNER,GM_GRANT_NBR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,requisition.line_item_number,1.00,requisition.line_item_number:1.00,requisition.line_item_number,1.00,requisition.line_item_number:1.00,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,SBUDGET_PD,FM: Partner Budget Period,FM_PBUDGET_PERIOD,FM_BUDGET_PERIOD,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,BDGT_ACCOUNT,Budget Account,PSM_BDGT_ACCOUNT,SAKNR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,BDGT_ACCOUNT_COCODE,Budget Account Company Code,PSM_BDGT_ACCOUNT_COCODE,BUKRS,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,company_code.id,0.60,company_code.id:0.60 | supplier.intercompany_code:0.60 | company.id:0.50,company code,0.55,company code:0.55,weak_canonical_candidate,Weak current canonical candidate; requires steward review before treating as mapped.
S/4HANA,ACDOCA,BDGT_CNSMPN_DATE,Budget Consumption Date,PSM_BDGT_CNSMPN_DATE,DATUM,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,,,,,,,unmapped,No current knowledge or canonical path was found; candidate for SAP ingest enrichment or canonical gap review.
S/4HANA,ACDOCA,BDGT_CNSMPN_PERIOD,CC Fiscal Period for Budget Consumption Date,PSM_BDGT_CNSMPN_PERIOD,POPER,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,fiscal_period.id,1.00,fiscal_period.id:1.00,fiscal_period.id,1.00,fiscal_period.id:1.00 | fiscal period:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
S/4HANA,ACDOCA,BDGT_CNSMPN_YEAR,CC Fiscal Year for Budget Consumption Date,PSM_BDGT_CNSMPN_YEAR,GJAHR,Universal Journal — Line Items Single source of truth for FI + CO + AA + ML. Replaces BSEG/COEP/FAGLFLEXA/etc. S4HANA New Tables,,,fiscal_year.id,1.00,fiscal_year.id:1.00,fiscal_year.id,1.00,fiscal_year.id:1.00 | fiscal year:0.55,strong_canonical_candidate,Strong current canonical candidate; review for promotion or alias hardening if needed.
