sap_module,sap_table,sap_field,sap_description,classification_bucket,description_canonical_concept_id,top_canonical_concept_id,top_canonical_matches,top_knowledge_matches,review_reason
MM,MARA,SOM_TC_SCHEMA,Assignment Schema,unmapped,,,,,unmapped
MM,MARA,SOM_CTR_AUTORENEWAL,Contract Auto Renewal Indicator,unmapped,,,,,unmapped
MM,MARA,MCOND,Material Condition Management,unmapped,,,,,unmapped
MM,MARA,RETDELC,Return Code,unmapped,,,,,unmapped
MM,MARA,LOGLEV_RETO,Return to Logistics Level,unmapped,,,,,unmapped
MM,MARA,NSNID,NATO Stock Number,unmapped,,,,,unmapped
MM,MARA,ICFA,Interchangeability Code for Ammunition,unmapped,,,,,unmapped
MM,MARA,RIC_ID,Reportable Item Code - Numerical ID,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | material.id:0.60,activity id:0.55 | company.id:0.55 | item id:0.55,weak_canonical_candidate
MM,MARA,DFS_SENSITIVITY_KEY,Sensitivity for Characteristics,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
MM,MARA,DFS_MFRP2,Long Manufacturer Part Number,weak_canonical_candidate,,manufacturer.id,manufacturer.id:0.60 | material.manufacturer_part_number:0.60 | material.number:0.60,manufacturer part number:0.55,weak_canonical_candidate
MM,MARA,OVLPN,Overlength Part Number,weak_canonical_candidate,,material.number,material.number:0.60,,weak_canonical_candidate
MM,MARA,ADSPC_SPC,Spare Part Class Code,unmapped,,,,,unmapped
MM,MARA,VARID,GUID Variable Object Identification,unmapped,,,,,unmapped
MM,MARA,MSBOOKPARTNO,Manufacturer Book Part Number,weak_canonical_candidate,,manufacturer.id,manufacturer.id:0.60 | material.manufacturer_part_number:0.60 | material.number:0.60,manufacturer part number:0.55,weak_canonical_candidate
MM,MARA,TOLERANCE_TYPE,Tolerance Type,unmapped,,,,,unmapped
MM,MARA,DPCBT,Single-Unit Batch Def. Value,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | price.unit:0.60 | price_unit_quantity:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
MM,MARA,XGRDT,Goods Receipt to Posted Single-Unit Batch Allowed,knowledge_only,,,,goods receipt:0.55,knowledge_only
MM,MARA,IMATN,FFF class,unmapped,,,,,unmapped
MM,MARA,PICNUM,Supersession chain number,unmapped,,,,,unmapped
MM,MARA,BSTAT,Creation Status - Seasonal Procurement,unmapped,,,,,unmapped
MM,MARA,COLOR_ATINN,Internal Charactieristic Number for Color Characteristics,unmapped,,,,,unmapped
MM,MARA,SIZE1_ATINN,Internal Char. Number for Characteristics for Main Sizes,unmapped,,,,,unmapped
MM,MARA,SIZE2_ATINN,Internal Char. Number for Characteristics for Second Sizes,unmapped,,,,,unmapped
MM,MARA,COLOR,Characteristic Value for Colors of Variants,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,color:1.00 | gross amount:0.55 | invoice amount:0.55,weak_canonical_candidate
MM,MARA,SIZE1,Characteristic Value for Main Sizes of Variants,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
MM,MARA,SIZE2,Characteristic Value for Second Size for Variants,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
MM,MARA,FREE_CHAR,Characteristic Value for Evaluation Purposes,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
MM,MARA,CARE_CODE,"Care Codes (such as Washing Code, Ironing Code, etc.)",unmapped,,,,,unmapped
MM,MARA,BRAND_ID,Brand,strong_canonical_candidate,,asset.manufacturer_name,asset.manufacturer_name:0.80 | make_or_buy.indicator:0.80 | manufacturer.id:0.80,brand:1.00 | brand name:0.90 | activity id:0.55,strong_canonical_candidate
MM,MARA,FIBER_CODE1,Fiber Code for Textiles (Component 1),unmapped,,,,,unmapped
MM,MARA,FIBER_PART1,Percentage Share of Fiber (Component 1),weak_canonical_candidate,,bom.component,bom.component:0.60,,weak_canonical_candidate
MM,MARA,FIBER_CODE2,Fiber Code for Textiles (Component 2),unmapped,,,,,unmapped
MM,MARA,FIBER_PART2,Percentage Share of Fiber (Component 2),weak_canonical_candidate,,bom.component,bom.component:0.60,,weak_canonical_candidate
MM,MARA,FIBER_CODE3,Fiber Code for Textiles (Component 3),unmapped,,,,,unmapped
MM,MARA,FIBER_PART3,Percentage Share of Fiber (Component 3),weak_canonical_candidate,,bom.component,bom.component:0.60,,weak_canonical_candidate
MM,MARA,FIBER_CODE4,Fiber Code for Textiles (Component 4),unmapped,,,,,unmapped
MM,MARA,FIBER_PART4,Percentage Share of Fiber (Component 4),weak_canonical_candidate,,bom.component,bom.component:0.60,,weak_canonical_candidate
MM,MARA,FIBER_CODE5,Fiber Code for Textiles (Component 5),unmapped,,,,,unmapped
MM,MARA,FIBER_PART5,Percentage Share of Fiber (Component 5),weak_canonical_candidate,,bom.component,bom.component:0.60,,weak_canonical_candidate
MM,MARA,FASHGRD,Fashion Grade,unmapped,,,,,unmapped
MM,MAKT,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
MM,MAKT,MAKTX,Material Description,strong_canonical_candidate,,address.city,address.city:0.80 | material.name:0.80 | product.name:0.80,material description:1.00 | product name:1.00,strong_canonical_candidate
MM,MAKT,MAKTG,Material Description in Uppercase for Matchcodes,strong_canonical_candidate,,address.city,address.city:0.80,material description:1.00,strong_canonical_candidate
MM,MARC,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
MM,MARC,PSTAT,Maintenance status,unmapped,,,,,unmapped
MM,MARC,BWTTY,Valuation Category,unmapped,,,,,unmapped
MM,MARC,XCHAR,Batch management indicator (internal),weak_canonical_candidate,,material.batch_managed_flag,material.batch_managed_flag:0.60,batch managed flag:0.55,weak_canonical_candidate
MM,MARC,MMSTD,Date from Which the Plant-Specific Material Status Is Valid,weak_canonical_candidate,,account.status,account.status:0.60 | product.lifecycle_status:0.60 | quote.valid_from_date:0.60,account.status:0.55 | address valid from:0.55 | leave from:0.55,weak_canonical_candidate
MM,MARC,MAABC,ABC Indicator,unmapped,,,,,unmapped
MM,MARC,KZKRI,Indicator: Critical part,unmapped,,,,,unmapped
MM,MARC,AUSME,Ouput Unit of Measure,weak_canonical_candidate,,material.base_uom_code,material.base_uom_code:0.60 | uom.code:0.60,unit of measure:0.55,weak_canonical_candidate
MM,MARC,DISPR,Material: MRP profile,unmapped,,,,,unmapped
MM,MARC,DISMM,MRP Type,unmapped,,,,,unmapped
MM,MARC,DISPO,MRP Controller,unmapped,,,,,unmapped
MM,MARC,KZDIE,Indicator: MRP controller is buyer (deactivated),unmapped,,,,,unmapped
MM,MARC,PLIFZ,Planned Delivery Time in Days,weak_canonical_candidate,,supplier_lead_time.days,supplier_lead_time.days:0.60,lead time:1.00 | expected delivery:0.55,weak_canonical_candidate
MM,MARC,WEBAZ,Goods receipt processing time in days,weak_canonical_candidate,,route.id,route.id:0.50,goods receipt:0.55 | run time:0.55,weak_canonical_candidate
MM,MARC,PERKZ,Period Indicator,unmapped,,,,,unmapped
MM,MARC,AUSSS,Assembly scrap in percent,unmapped,,,,,unmapped
MM,MARC,DISLS,Lot Sizing Procedure in Materials Planning,unmapped,,,,,unmapped
MM,MARC,SOBSL,Special Procurement Type,weak_canonical_candidate,,make_or_buy.indicator,make_or_buy.indicator:0.60 | material.procurement_type:0.60,make buy indicator:1.00 | procurement type:0.55,weak_canonical_candidate
MM,MARC,BSTMI,Minimum Lot Size,unmapped,,,,,unmapped
MM,MARC,BSTMA,Maximum Lot Size,unmapped,,,,,unmapped
MM,MARC,BSTFE,Fixed lot size,unmapped,,,,,unmapped
MM,MARC,BSTRF,Rounding value for purchase order quantity,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60 | production_order.quantity:0.60 | bom.quantity:0.50,acquisition cost:0.55 | gross amount:0.55 | invoice amount:0.55,weak_canonical_candidate
MM,MARC,MABST,Maximum Stock Level,strong_canonical_candidate,,inventory_policy.minimum_stock_quantity,inventory_policy.minimum_stock_quantity:0.80 | inventory_policy.safety_stock_quantity:0.80 | inventory_policy.maximum_stock_quantity:0.60,min stock level:1.00 | max stock level:0.55,strong_canonical_candidate
MM,MARC,LOSFX,Lot-Size-Independent Costs,unmapped,,,,,unmapped
MM,MARC,SBDKZ,Indicator for Individual and Collective Requirements,unmapped,,,,,unmapped
MM,MARC,LAGPR,Storage Costs Percentage Code,unmapped,,,,,unmapped
MM,MARC,ALTSL,Method for Selecting Alternative Bills of Material,unmapped,,,,,unmapped
MM,MARC,KZAUS,Discontinuation indicator,unmapped,,,,,unmapped
MM,MARC,AUSDT,Effective-Out Date,weak_canonical_candidate,,employee.position,employee.position:0.60 | exchange_rate.effective_date:0.60 | accounting.posting_date:0.50,employee.position:0.55 | exchange rate date:0.55,weak_canonical_candidate
MM,MARC,NFMAT,Follow-Up Material,unmapped,,,,,unmapped
MM,MARC,KZBED,Indicator for Requirements Grouping,unmapped,,,,,unmapped
MM,MARC,MISKZ,Mixed MRP indicator,unmapped,,,,,unmapped
MM,MARC,FHORI,Scheduling Margin Key for Floats,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
MM,MARC,PFREI,Indicator: automatic fixing of planned orders,unmapped,,,,,unmapped
MM,MARC,FFREI,Release indicator for production orders,unmapped,,,,,unmapped
MM,MARC,RGEKZ,Indicator: Backflush,unmapped,,,,,unmapped
MM,MARC,FEVOR,Production Supervisor,unmapped,,,,,unmapped
MM,MARC,BEARZ,Processing time,strong_canonical_candidate,,route.id,route.id:0.80,run time:1.00,strong_canonical_candidate
MM,MARC,RUEZT,Setup and teardown time,knowledge_only,,,,setup time:0.55,knowledge_only
MM,MARC,TRANZ,Interoperation time,unmapped,,,,,unmapped
MM,MARC,BASMG,Base quantity,unmapped,,,,,unmapped
MM,MARC,DZEIT,In-house production time,unmapped,,,,,unmapped
MM,MARC,MAXLZ,Maximum Storage Period,unmapped,,,,,unmapped
MM,MARC,LZEIH,Unit for maximum storage period,unmapped,,,,,unmapped
MM,MARC,KZPRO,Indicator: withdrawal of stock from production bin,unmapped,,,,,unmapped
MM,MARC,GPMKZ,Indicator: Material Included in Rough-Cut Planning,unmapped,,,,,unmapped
MM,MARC,UEETO,Overdelivery tolerance limit,unmapped,,,,,unmapped
MM,MARC,UEETK,Indicator: Unlimited Overdelivery Allowed,unmapped,,,,,unmapped
MM,MARC,UNETO,Underdelivery tolerance limit,unmapped,,,,,unmapped
MM,MARC,WZEIT,Total replenishment lead time (in workdays),weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | lead time:0.55,weak_canonical_candidate
MM,MARC,ATPKZ,Replacement part,unmapped,,,,,unmapped
MM,MARC,VZUSL,Surcharge factor for cost in percent,unmapped,,,,,unmapped
MM,MARC,HERBL,State of manufacture,unmapped,,,,,unmapped
MM,MARC,INSMK,Post to Inspection Stock,unmapped,,,,,unmapped
MM,MARC,SPROZ,Sample for quality inspection (in %) (deactivated),unmapped,,,,,unmapped
MM,MARC,QUAZT,Quarantine period (deactivated),unmapped,,,,,unmapped
MM,MARC,SSQSS,Control Key for Quality Management in Procurement,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
MM,MARC,MPDAU,Mean inspection duration (deactivated),unmapped,,,,,unmapped
MM,MARC,KZPPV,Indicator for inspection plan (deactivated),unmapped,,,,,unmapped
MM,MARC,KZDKZ,Documentation required indicator,unmapped,,,,,unmapped
MM,MARC,WSTGH,Active substance content (deactivated),unmapped,,,,,unmapped
MM,MARC,PRFRQ,Interval Until Next Recurring Inspection,unmapped,,,,,unmapped
MM,MARC,NKMPR,Date according to check sampling inspection (deactivated),knowledge_only,,,,address valid to:0.55 | leave to:0.55 | period to:0.55,knowledge_only
MM,MARC,UMLMC,Stock in transfer (plant to plant),knowledge_only,,,,stock transfer:0.55,knowledge_only
MM,MARC,LADGR,Loading Group,unmapped,,,,,unmapped
MM,MARC,USEQU,Quota arrangement usage,unmapped,,,,,unmapped
MM,MARC,LGRAD,Service level,unmapped,,,,,unmapped
MM,MARC,AUFTL,Splitting Indicator,unmapped,,,,,unmapped
MM,MARC,PLVAR,Plan Version,unmapped,,,,,unmapped
MM,MARC,OTYPE,Object Type,unmapped,,,,,unmapped
MM,MARC,OBJID,Object ID,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
MM,MARC,MTVFP,Checking Group for Availability Check,unmapped,,,,,unmapped
MM,MARC,PERIV,Fiscal Year Variant,weak_canonical_candidate,,fiscal_year.id,fiscal_year.id:0.60,fiscal year:0.55,weak_canonical_candidate
MM,MARC,KZKFK,Indicator: take correction factors into account,unmapped,,,,,unmapped
MM,MARC,VRVEZ,Shipping setup time,knowledge_only,,,,setup time:0.55,knowledge_only
MM,MARC,VBAMG,Base quantity for capacity planning in shipping,unmapped,,,,,unmapped
MM,MARC,VBEAZ,Shipping processing time,weak_canonical_candidate,,route.id,route.id:0.50,run time:0.55,weak_canonical_candidate
MM,MARC,LIZYK,Deactivated,unmapped,,,,,unmapped
MM,MARC,BWSCL,Source of Supply,unmapped,,,,,unmapped
MM,MARC,KAUTB,"Indicator: ""automatic purchase order allowed""",unmapped,,,,,unmapped
MM,MARC,KORDB,Indicator: Source list requirement,unmapped,,,,,unmapped
MM,MARC,HERKR,Region of Origin of Material (Non-Preferential Origin),weak_canonical_candidate,,material.origin,material.origin:0.60,,weak_canonical_candidate
MM,MARC,EXPME,Unit of measure for commodity code (foreign trade),weak_canonical_candidate,,material.base_uom_code,material.base_uom_code:0.60 | material.hts_code:0.60 | uom.code:0.60,unit of measure:0.55,weak_canonical_candidate
MM,MARC,MTVER,Material Group for Intrastat,weak_canonical_candidate,,material.raw_material_group_id,material.raw_material_group_id:0.60 | material_group.id:0.60 | product.category:0.50,material group:0.55,weak_canonical_candidate
MM,MARC,TRAME,Stock in Transit,knowledge_only,,,,stock in transit:0.90,knowledge_only
MM,MARC,MRPPP,Planning Calendar,unmapped,,,,,unmapped
MM,MARC,SAUFT,Indicator: Repetitive Manufacturing Allowed,unmapped,,,,,unmapped
MM,MARC,FXHOR,Planning time fence,unmapped,,,,,unmapped
MM,MARC,VRMOD,Consumption mode,unmapped,,,,,unmapped
MM,MARC,VINT1,Consumption period: backward,unmapped,,,,,unmapped
MM,MARC,VINT2,Consumption period: forward,unmapped,,,,,unmapped
MM,MARC,VERKZ,Version Indicator,unmapped,,,,,unmapped
MM,MARC,STLAL,Alternative BOM,unmapped,,,,,unmapped
MM,MARC,STLAN,BOM Usage,unmapped,,,,,unmapped
MM,MARC,APLAL,Group Counter,unmapped,,,,,unmapped
MM,MARC,LOSGR,Lot Size for Product Costing,unmapped,,,,,unmapped
MM,MARC,SOBSK,Special Procurement Type for Costing,weak_canonical_candidate,,make_or_buy.indicator,make_or_buy.indicator:0.60 | material.procurement_type:0.60,procurement type:0.55,weak_canonical_candidate
MM,MARC,FRTME,Production unit,unmapped,,,,,unmapped
MM,MARC,LGPRO,Issue Storage Location,weak_canonical_candidate,,inventory_location.id,inventory_location.id:0.60 | storage_location.id:0.60 | location.id:0.50,storage location:0.55,weak_canonical_candidate
MM,MARC,DISGR,MRP Group,unmapped,,,,,unmapped
MM,MARC,KAUSF,Component Scrap in Percent,unmapped,,,,,unmapped
MM,MARC,QZGTP,Certificate Type,unmapped,,,,,unmapped
MM,MARC,QMATV,Inspection Setup Exists for Material/Plant,unmapped,,,,,unmapped
MM,MARC,TAKZT,Takt time,unmapped,,,,,unmapped
MM,MARC,RWPRO,Range-of-Coverage Profile,unmapped,,,,,unmapped
MM,MARC,COPAM,Local field name for CO/PA link to SOP,unmapped,,,,,unmapped
MM,MARC,ABCIN,Physical Inventory Indicator for Cycle Counting,knowledge_only,,,,inventory count:0.55,knowledge_only
MM,MARC,AWSLS,Variance Key,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
MM,MARC,SERNP,Serial Number Profile,weak_canonical_candidate,,asset.serial_number,asset.serial_number:0.60,serial number:0.55,weak_canonical_candidate
MM,MARC,CUOBJ,Internal object number,unmapped,,,,,unmapped
MM,MARC,STDPD,Configurable Material,unmapped,,,,,unmapped
MM,MARC,SFEPR,Repetitive Manufacturing Profile,unmapped,,,,,unmapped
MM,MARC,XMCNG,Negative stocks allowed in plant,unmapped,,,,,unmapped
MM,MARC,QSSYS,Required QM System for Supplier,unmapped,,,,,unmapped
MM,MARC,LFRHY,Planning Cycle,unmapped,,,,,unmapped
MM,MARC,RDPRF,Rounding Profile,unmapped,,,,,unmapped
MM,MARC,VRBMT,Reference material for consumption,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | material.id:0.60,activity id:0.55 | company.id:0.55 | material id:0.55,weak_canonical_candidate
MM,MARC,VRBWK,Reference plant for consumption,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | plant.id:0.60,activity id:0.55 | company.id:0.55 | production plant:0.55,weak_canonical_candidate
MM,MARC,VRBDT,To date of the material to be copied for consumption,knowledge_only,,,,address valid to:0.55 | leave to:0.55 | period to:0.55,knowledge_only
MM,MARC,VRBFK,Multiplier for reference material for consumption,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | material.id:0.60,activity id:0.55 | company.id:0.55 | material id:0.55,weak_canonical_candidate
MM,MARC,AUTRU,Reset Forecast Model Automatically,unmapped,,,,,unmapped
MM,MARC,PREFE,Customs Preference,unmapped,,,,,unmapped
MM,MARC,PRENC,Exemption certificate: Indicator for legal control,unmapped,,,,,unmapped
MM,MARC,PRENO,Exemption certificate number for legal control,weak_canonical_candidate,,certificate.id,certificate.id:0.60,,weak_canonical_candidate
MM,MARC,PREND,Exemption certificate: Issue date of exemption certificate,knowledge_only,,,,issue date:0.55,knowledge_only
MM,MARC,PRENE,Indicator: Vendor declaration exists,unmapped,,,,,unmapped
MM,MARC,PRENG,Validity date of vendor declaration,unmapped,,,,,unmapped
MM,MARC,ITARK,Indicator: Military goods,unmapped,,,,,unmapped
MM,MARC,SERVG,IS-R service level,unmapped,,,,,unmapped
MM,MARC,KZKUP,Co-Product,unmapped,,,,,unmapped
MM,MARC,STRGR,Planning Strategy Group,unmapped,,,,,unmapped
MM,MARC,CUOBV,Internal object number of configurable material for planning,weak_canonical_candidate,,material.number,material.number:0.60 | material.erp_material_number:0.50 | material.id:0.50,material number:0.55,weak_canonical_candidate
MM,MARC,LGFSB,Default Storage Location for External Procurement,weak_canonical_candidate,,inventory_location.id,inventory_location.id:0.60 | storage_location.id:0.60 | location.id:0.50,storage location:0.55,weak_canonical_candidate
MM,MARC,SCHGT,Indicator: bulk material,unmapped,,,,,unmapped
MM,MARC,CCFIX,CC indicator is fixed,unmapped,,,,,unmapped
MM,MARC,EPRIO,Stock determination group,unmapped,,,,,unmapped
MM,MARC,QMATA,Material Authorization Group for Activities in QM,weak_canonical_candidate,,material.raw_material_group_id,material.raw_material_group_id:0.60 | material_group.id:0.60 | product.category:0.50,material group:0.55,weak_canonical_candidate
