sap_module,sap_table,sap_field,sap_description,classification_bucket,description_canonical_concept_id,top_canonical_concept_id,top_canonical_matches,top_knowledge_matches,review_reason
SD,KNA1,J_1IEXRN,Excise Registration Number,weak_canonical_candidate,,company.id,company.id:0.50,registration number:0.55,weak_canonical_candidate
SD,KNA1,J_1IEXRG,Excise Range,unmapped,,,,,unmapped
SD,KNA1,J_1IEXDI,Excise Division,unmapped,,,,,unmapped
SD,KNA1,J_1IEXCO,Excise Commissionerate,unmapped,,,,,unmapped
SD,KNA1,J_1ICSTNO,Central Sales Tax Number,weak_canonical_candidate,,tax.id,tax.id:0.50,tax id number:0.55 | tax number pib:0.55,weak_canonical_candidate
SD,KNA1,J_1ILSTNO,Local Sales Tax Number,weak_canonical_candidate,,tax.id,tax.id:0.50,tax id number:0.55 | tax number pib:0.55,weak_canonical_candidate
SD,KNA1,J_1IPANNO,Permanent Account Number,weak_canonical_candidate,,account.id,account.id:0.60 | supplier_bank_account.account_number:0.60 | bank_account.account_number:0.50,account number:0.55 | bank account employee:0.55,weak_canonical_candidate
SD,KNA1,J_1IEXCICU,Excise tax indicator for customer,unmapped,,,,,unmapped
SD,KNA1,J_1ISERN,Service Tax Registration Number,weak_canonical_candidate,,tax.id,tax.id:0.60 | company.id:0.50,registration number:0.55 | tax id number:0.55 | tax number pib:0.55,weak_canonical_candidate
SD,KNA1,J_1IPANREF,PAN Reference Number,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55 | id card number:0.55,weak_canonical_candidate
SD,KNA1,GST_TDS,GST TDS Registration,unmapped,,,,,unmapped
SD,KNA1,J_3GETYP,Recipient Type,unmapped,,,,,unmapped
SD,KNA1,J_3GREFTYP,Reference Type for Recipient,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | employee.national_id:0.60,activity id:0.55 | company.id:0.55 | employee.national_id:0.55,weak_canonical_candidate
SD,KNA1,COAUFNR,Order Number,unmapped,,,,,unmapped
SD,KNA1,J_3GAGEXT,External Sold-to Party,weak_canonical_candidate,,customer.id,customer.id:0.50,sold to party:0.55,weak_canonical_candidate
SD,KNA1,J_3GAGINT,Customer Internal Settlement,unmapped,,,,,unmapped
SD,KNA1,J_3GAGDUMI,Dummy Recipient,unmapped,,,,,unmapped
SD,KNA1,J_3GAGSTDI,Standard Recipient,unmapped,,,,,unmapped
SD,KNA1,KOKRS,Controlling Area,unmapped,,,,,unmapped
SD,KNA1,J_3GABGLG,Retirement Date Counts for Performance-Based Equipment,weak_canonical_candidate,,employee.employment_status,employee.employment_status:0.60 | absence.end_date:0.50 | address.country:0.50,employee.employment_status:0.55,weak_canonical_candidate
SD,KNA1,J_3GABGVG,Retirement Date Counts for Time-Based Equipment,weak_canonical_candidate,,employee.employment_status,employee.employment_status:0.60 | absence.end_date:0.50 | address.country:0.50,employee.employment_status:0.55 | time entry date:0.55,weak_canonical_candidate
SD,KNA1,J_3GABRART,Settlement Type,unmapped,,,,,unmapped
SD,KNA1,J_3GSTDMON,Hours per Month,unmapped,,,,,unmapped
SD,KNA1,J_3GSTDTAG,Hours per Day,unmapped,,,,,unmapped
SD,KNA1,J_3GTAGMON,Number of Days/Month,weak_canonical_candidate,,address.id,address.id:0.60 | activity id:0.50,address.id:0.55,weak_canonical_candidate
SD,KNA1,J_3GZUGTAG,Function for Settlement on Acquisition Date/PBE,unmapped,,,,,unmapped
SD,KNA1,J_3GMASCHB,"""Fill PBE Documents"" Indicator",unmapped,,,,,unmapped
SD,KNA1,J_3GMEINSA,Indicator: Take Multiple Usage Periods into Account,unmapped,,,,,unmapped
SD,KNA1,J_3GKEINSA,Indicator - Relevant to Short Operation Periods,unmapped,,,,,unmapped
SD,KNA1,J_3GBLSPER,Blocking Indicator for Document Entry,unmapped,,,,,unmapped
SD,KNA1,J_3GKLEIVO,Indicator: Calculate PBE as TBE,unmapped,,,,,unmapped
SD,KNA1,J_3GCALID,Calendar ID,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
SD,KNA1,J_3GVMONAT,Indicator for Complete Month,unmapped,,,,,unmapped
SD,KNA1,J_3GABRKEN,Settlement Indicator,unmapped,,,,,unmapped
SD,KNA1,J_3GLABRECH,Date of Last Settlement,unmapped,,,,,unmapped
SD,KNA1,J_3GAABRECH,Date of Current Settlement,unmapped,,,,,unmapped
SD,KNA1,J_3GZUTVHLG,Ind.: Acquisition Date Counts (as Daily Settlement for PBE),unmapped,,,,,unmapped
SD,KNA1,J_3GNEGMEN,Negative Quantities Allowed Even for Chronolog. Inv. Mgmt,unmapped,,,,,unmapped
SD,KNA1,J_3GFRISTLO,Indicator: Deadline Logic,unmapped,,,,,unmapped
SD,KNA1,J_3GEMINBE,Minimum Usage Period for Restricted Usage (Days),unmapped,,,,,unmapped
SD,KNA1,J_3GFMGUE,Release Notification Allowance for Unrestricted Usage (Days),unmapped,,,,,unmapped
SD,KNA1,J_3GZUSCHUE,Surcharge for Unrestricted Usage (Days),unmapped,,,,,unmapped
SD,KNA1,J_3GSCHPRS,Indicator: Shift Price,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | invoice amount:0.55 | po total:0.55,weak_canonical_candidate
SD,KNA1,J_3GINVSTA,Status of Construction Site Inventory,unmapped,,,,,unmapped
SD,KNA1,/SAPCEM/DBER,Planning Area,unmapped,,,,,unmapped
SD,KNA1,/SAPCEM/KVMEQ,Indicator: Settlement Qty Relevant to Equipment,unmapped,,,,,unmapped
SD,KNB1,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
SD,KNB1,KNB1_EEW_CC,Extensibility enabled for Company Code,weak_canonical_candidate,,company_code.id,company_code.id:0.60 | cost_center.code:0.60 | supplier.intercompany_code:0.60,company code:0.55 | cost center:0.55 | cost_center.code:0.55,weak_canonical_candidate
SD,KNB1,LOEVM,Deletion Flag for Master Record (Company Code Level),weak_canonical_candidate,,company_code.id,company_code.id:0.60 | material.deletion_mark:0.60 | supplier.intercompany_code:0.60,deletion mark:1.00 | company code:0.55,weak_canonical_candidate
SD,KNB1,ZUAWA,Key for sorting according to assignment numbers,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
SD,KNB1,BUSAB,Accounting Clerk Abbreviation,unmapped,,,,,unmapped
SD,KNB1,AKONT,Reconciliation Account in General Ledger,strong_canonical_candidate,,account.id,account.id:0.80 | gl_account.id:0.60,reconciliation account:1.00 | gl account:0.55,strong_canonical_candidate
SD,KNB1,BEGRU,Authorization Group,unmapped,,,,,unmapped
SD,KNB1,KNRZE,Head Office Account Number (in branch accounts),weak_canonical_candidate,,account.id,account.id:0.60 | supplier_bank_account.account_number:0.60 | bank_account.account_number:0.50,account number:0.55 | bank account employee:0.55 | headquarters address:0.55,weak_canonical_candidate
SD,KNB1,KNRZB,Account number of an alternative payer,weak_canonical_candidate,,account.id,account.id:0.60 | supplier_bank_account.account_number:0.60 | bank_account.account_number:0.50,account number:0.55 | bank account employee:0.55,weak_canonical_candidate
SD,KNB1,ZAMIM,Indicator: Payment Notice to Customer (with Cleared Items)?,unmapped,,,,,unmapped
SD,KNB1,ZAMIV,Indicator: Payment Notice to Sales Department?,unmapped,,,,,unmapped
SD,KNB1,ZAMIR,Indicator: Payment Notice to Legal Department?,unmapped,,,,,unmapped
SD,KNB1,ZAMIB,Indicator: Payment Notice to the Accounting Department?,unmapped,,,,,unmapped
SD,KNB1,ZAMIO,Indicator: Payment Notice to Customer (W/o Cleared Items)?,unmapped,,,,,unmapped
SD,KNB1,ZWELS,List of Respected Payment Methods,strong_canonical_candidate,,payment.method_code,payment.method_code:1.00,payment.method_code:1.00,strong_canonical_candidate
SD,KNB1,XVERR,Indicator: Clearing between customer and vendor ?,unmapped,,,,,unmapped
SD,KNB1,ZAHLS,Block Key for Payment,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | payment.reference:0.60,activity id:0.55 | company.id:0.55 | payment reference:0.55,weak_canonical_candidate
SD,KNB1,WAKON,Terms of Payment Key for Bill of Exchange Charges,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | payment.reference:0.60,activity id:0.55 | company.id:0.55 | payment reference:0.55,weak_canonical_candidate
SD,KNB1,VZSKZ,Interest Indicator,unmapped,,,,,unmapped
SD,KNB1,ZINDT,Key Date of Last Interest Calculation,weak_canonical_candidate,,absence.start_date,absence.start_date:0.60 | activity id:0.60 | company.id:0.60,absence.start_date:0.55 | activity id:0.55 | company.id:0.55,weak_canonical_candidate
SD,KNB1,ZINRT,Interest Calculation Frequency in Months,unmapped,,,,,unmapped
SD,KNB1,EIKTO,Our account number at customer,weak_canonical_candidate,,account.id,account.id:0.60 | customer.id:0.60 | supplier_bank_account.account_number:0.60,account number:0.55 | bank account employee:0.55 | customer number:0.55,weak_canonical_candidate
SD,KNB1,ZSABE,User at customer,unmapped,,,,,unmapped
SD,KNB1,KVERM,Memo,unmapped,,,,,unmapped
SD,KNB1,FDGRV,Planning Group,unmapped,,,,,unmapped
SD,KNB1,VRBKZ,Export Credit Insurance Institution Number,knowledge_only,,,,insurance number:0.55,knowledge_only
SD,KNB1,VLIBB,Amount Insured,weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,gross amount:0.55 | insurance value:0.55 | invoice amount:0.55,weak_canonical_candidate
SD,KNB1,VRSZL,Insurance Lead Months,unmapped,,,,,unmapped
SD,KNB1,VRSPR,Deductible Percentage Rate,unmapped,,,,,unmapped
SD,KNB1,VRSNR,Insurance Number,knowledge_only,,,,insurance number:0.90,knowledge_only
SD,KNB1,VERDT,Insurance Validity Date,unmapped,,,,,unmapped
SD,KNB1,PERKZ,Collective Invoice Variant,unmapped,,,,,unmapped
SD,KNB1,XDEZV,Indicator: Local Processing?,unmapped,,,,,unmapped
SD,KNB1,XAUSZ,Indicator for Periodic Account Statements,unmapped,,,,,unmapped
SD,KNB1,WEBTR,Bill of Exchange Limit (in Local Currency),unmapped,,,,,unmapped
SD,KNB1,REMIT,Next payee,unmapped,,,,,unmapped
SD,KNB1,DATLZ,Date of Last Interest Calculation Run,unmapped,,,,,unmapped
SD,KNB1,XZVER,Indicator: Record Payment History ?,unmapped,,,,,unmapped
SD,KNB1,TOGRU,Tolerance Group for Business Partner/G/L Account,weak_canonical_candidate,,vendor_group.id,vendor_group.id:0.50,supplier group id:0.55,weak_canonical_candidate
SD,KNB1,KULTG,Probable Time Until Check Is Paid,unmapped,,,,,unmapped
SD,KNB1,HBKID,Short Key for a House Bank,weak_canonical_candidate,,activity id,activity id:0.60 | bank_account.routing_number:0.60 | company.id:0.60,activity id:0.55 | bank name:0.55 | company.id:0.55,weak_canonical_candidate
SD,KNB1,XPORE,Indicator: Pay All Items Separately?,unmapped,,,,,unmapped
SD,KNB1,BLNKZ,(Obsolete) Subsidy Ind. for Determining the Reduction Rate,unmapped,,,,,unmapped
SD,KNB1,ALTKN,Previous Master Record Number,unmapped,,,,,unmapped
SD,KNB1,ZGRUP,Key for Payment Grouping,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | payment.reference:0.60,activity id:0.55 | company.id:0.55 | payment reference:0.55,weak_canonical_candidate
SD,KNB1,URLID,Short Key for Known/Negotiated Leave,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
SD,KNB1,MGRUP,Key for Dunning Notice Grouping,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
SD,KNB1,LOCKB,Key of the Lockbox to Which the Customer Is to Pay,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | customer.id:0.60,account owner:0.55 | activity id:0.55 | approver:0.55,weak_canonical_candidate
SD,KNB1,UZAWE,Payment method supplement,weak_canonical_candidate,,payment.method_code,payment.method_code:0.60,payment method:0.55,weak_canonical_candidate
SD,KNB1,EKVBD,Account Number of Buying Group,weak_canonical_candidate,,account.id,account.id:0.60 | supplier_bank_account.account_number:0.60 | bank_account.account_number:0.50,account number:0.55 | bank account employee:0.55 | purchase group:0.55,weak_canonical_candidate
SD,KNB1,SREGL,Selection Rule for Payment Advices,unmapped,,,,,unmapped
SD,KNB1,XEDIP,Indicator: Send Payment Advices by EDI,unmapped,,,,,unmapped
SD,KNB1,FRGRP,Release Approval Group,unmapped,,,,,unmapped
SD,KNB1,VRSDG,Reason Code Conversion Version,weak_canonical_candidate,,reason.code,reason.code:0.60,adjustment reason:0.55,weak_canonical_candidate
SD,KNB1,TLFXS,Accounting clerk's fax number at the customer/vendor,weak_canonical_candidate,,customer.id,customer.id:0.60 | vendor.id:0.60 | supplier.id:0.50,customer number:0.55 | fax number:0.55 | vendor number:0.55,weak_canonical_candidate
SD,KNB1,INTAD,Internet address of partner company clerk,unmapped,,,,,unmapped
SD,KNB1,XKNZB,Indicator: Alternative Payer Using Account Number,weak_canonical_candidate,,account.id,account.id:0.60 | supplier_bank_account.account_number:0.60 | bank_account.account_number:0.50,account number:0.55 | bank account employee:0.55,weak_canonical_candidate
SD,KNB1,GUZTE,Payment Terms Key for Credit Memos,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | payment.reference:0.60,activity id:0.55 | company.id:0.55 | payment reference:0.55,weak_canonical_candidate
SD,KNB1,GRICD,Activity Code for Gross Income Tax,weak_canonical_candidate,,tax.id,tax.id:0.50 | tax.rate:0.50,tax code:0.55,weak_canonical_candidate
SD,KNB1,GRIDT,Distribution Type for Employment Tax,weak_canonical_candidate,,employee.employee_type,employee.employee_type:0.60,contract type:0.55 | employment type:0.55,weak_canonical_candidate
SD,KNB1,WBRSL,Value Adjustment Key,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | invoice.amount:0.60,activity id:0.55 | company.id:0.55 | gross amount:0.55,weak_canonical_candidate
SD,KNB1,CONFS,Status of Change Authorization (Company Code Level),weak_canonical_candidate,,company_code.id,company_code.id:0.60 | supplier.intercompany_code:0.60 | company.id:0.50,company code:0.55 | status code:0.55,weak_canonical_candidate
SD,KNB1,UPDAT,Date on Which the Changes Were Confirmed,unmapped,,,,,unmapped
SD,KNB1,UPTIM,Time of Last Change Confirmation,unmapped,,,,,unmapped
SD,KNB1,NODEL,Deletion bock for master record (company code level),weak_canonical_candidate,,company_code.id,company_code.id:0.60 | supplier.intercompany_code:0.60 | company.id:0.50,company code:0.55,weak_canonical_candidate
SD,KNB1,TLFNS,Accounting clerk's telephone number at business partner,weak_canonical_candidate,,business_partner.id,business_partner.id:0.60 | contact.id:0.60 | contact.phone:0.60,contact.phone:0.55 | mobile phone:0.55 | phone number:0.55,weak_canonical_candidate
SD,KNB1,CESSION_KZ,Accounts Receivable Pledging Indicator,unmapped,,,,,unmapped
SD,KNB1,AVSND,Indicator: Send Payment Advice by XML,unmapped,,,,,unmapped
SD,KNB1,AD_HASH,E-Mail Address for Avis: Hash Value,weak_canonical_candidate,,contact.email,contact.email:0.60 | invoice.amount:0.60 | contact.id:0.50,contact.email:0.55 | email:0.55 | email address:0.55,weak_canonical_candidate
SD,KNB1,QLAND,Withholding Tax Country/Region Key,weak_canonical_candidate,,activity id,activity id:0.60 | address.country:0.60 | company.id:0.60,activity id:0.55 | address.country:0.55 | company.id:0.55,weak_canonical_candidate
SD,KNB1,CVP_XBLCK_B,Business Purpose Completed Flag,unmapped,,,,,unmapped
SD,KNB1,CIIUCODE,Main economic activity,unmapped,,,,,unmapped
SD,KNB1,PAYMENTCLEARINGGRPID,Payment Clearing Group ID,weak_canonical_candidate,,activity id,activity id:0.60 | benefit_plan.id:0.60 | company.id:0.60,activity id:0.55 | benefit_plan.id:0.55 | company.id:0.55,weak_canonical_candidate
SD,KNB1,PAYTRSN,Payment Reason,unmapped,,,,,unmapped
SD,KNB1,GMVKZD,Customer is in execution,unmapped,,,,,unmapped
SD,KNVV,MANDT,Client,strong_canonical_candidate,,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id:1.00 | primary key:1.00 | record id:1.00,strong_canonical_candidate
SD,KNVV,BEGRU,Authorization Group,unmapped,,,,,unmapped
SD,KNVV,LOEVM,Deletion flag for customer (sales level),weak_canonical_candidate,,material.deletion_mark,material.deletion_mark:0.60,deletion mark:1.00,weak_canonical_candidate
SD,KNVV,VERSG,Customer Statistics Group,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,AUFSD,Customer order block (sales area),weak_canonical_candidate,,sales_order.id,sales_order.id:0.60,,weak_canonical_candidate
SD,KNVV,KALKS,Customer Classification for Pricing Procedure Determination,weak_canonical_candidate,,customer.classification,customer.classification:0.60,,weak_canonical_candidate
SD,KNVV,BZIRK,Sales District,unmapped,,,,,unmapped
SD,KNVV,KONDA,Customer Price Group,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | invoice.amount:0.60 | purchasing_group.id:0.60,customer group:0.55 | gross amount:0.55 | invoice amount:0.55,weak_canonical_candidate
SD,KNVV,AWAHR,Order Probability of the Item,unmapped,,,,,unmapped
SD,KNVV,LIFSD,Customer delivery block (sales area),unmapped,,,,,unmapped
SD,KNVV,AUTLF,Complete Delivery Defined for Each Sales Order?,weak_canonical_candidate,,sales_order.id,sales_order.id:0.60,,weak_canonical_candidate
SD,KNVV,ANTLF,Maximum Number of Partial Deliveries Allowed Per Item,weak_canonical_candidate,,material.number,material.number:0.60,,weak_canonical_candidate
SD,KNVV,KZTLF,Partial delivery at item level,unmapped,,,,,unmapped
SD,KNVV,KZAZU,Order Combination Indicator,unmapped,,,,,unmapped
SD,KNVV,CHSPL,Batch split allowed,unmapped,,,,,unmapped
SD,KNVV,LPRIO,Delivery Priority,unmapped,,,,,unmapped
SD,KNVV,EIKTO,Shipper's (Our) Account Number at the Customer or Vendor,weak_canonical_candidate,,account.id,account.id:0.60 | customer.id:0.60 | supplier_bank_account.account_number:0.60,account number:0.55 | bank account employee:0.55 | customer number:0.55,weak_canonical_candidate
SD,KNVV,VSBED,Shipping Conditions,unmapped,,,,,unmapped
SD,KNVV,FAKSD,Billing block for customer (sales and distribution),unmapped,,,,,unmapped
SD,KNVV,MRNKZ,Manual Invoice Maintenance,unmapped,,,,,unmapped
SD,KNVV,PERFK,Invoice Dates (Calendar Identification),unmapped,,,,,unmapped
SD,KNVV,PERRL,Invoice List Schedule (calendar identification),unmapped,,,,,unmapped
SD,KNVV,KVAKZ,Cost estimate indicator (inactive),unmapped,,,,,unmapped
SD,KNVV,KVAWT,Value limit for cost estimate (inactive),weak_canonical_candidate,,invoice.amount,invoice.amount:0.60,cost price:0.55 | gross amount:0.55 | invoice amount:0.55,weak_canonical_candidate
SD,KNVV,KLABC,Customer classification (ABC analysis),weak_canonical_candidate,,customer.classification,customer.classification:0.60,,weak_canonical_candidate
SD,KNVV,KTGRD,Account Assignment Group for Customer,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55 | supplier group id:0.55,weak_canonical_candidate
SD,KNVV,VWERK,Delivering Plant (Own or External),unmapped,,,,,unmapped
SD,KNVV,VKGRP,Sales Group,weak_canonical_candidate,,sales_organization.id,sales_organization.id:0.70,sales team:0.90,weak_canonical_candidate
SD,KNVV,VKBUR,Sales Office,knowledge_only,,,,sales rep:1.00,knowledge_only
SD,KNVV,VSORT,Item proposal,unmapped,,,,,unmapped
SD,KNVV,KVGR1,Customer Group 1,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,KVGR2,Customer Group 2,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,KVGR3,Customer Group 3,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,KVGR4,Customer Group 4,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,KVGR5,Customer Group 5,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,BOKRE,Indicator: Customer Is Rebate-Relevant,unmapped,,,,,unmapped
SD,KNVV,BOIDT,Start of validity per.for the rebate index for the customer,unmapped,,,,,unmapped
SD,KNVV,KURST,Exchange Rate Type,weak_canonical_candidate,,exchange_rate.rate,exchange_rate.rate:0.60,exchange rate type:1.00 | exchange rate:0.55,weak_canonical_candidate
SD,KNVV,PRFRE,Relevant for price determination ID,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | invoice.amount:0.60,activity id:0.55 | company.id:0.55 | gross amount:0.55,weak_canonical_candidate
SD,KNVV,PRAT1,ID for product attribute 1,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | product.id:0.60,activity id:0.55 | company.id:0.55 | component:0.55,weak_canonical_candidate
SD,KNVV,PRAT2,ID for product attribute 2,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | product.id:0.60,activity id:0.55 | company.id:0.55 | component:0.55,weak_canonical_candidate
SD,KNVV,PRAT3,ID for product attribute 3,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | product.id:0.60,activity id:0.55 | company.id:0.55 | component:0.55,weak_canonical_candidate
SD,KNVV,PRAT4,ID for product attribute 4,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | product.id:0.60,activity id:0.55 | company.id:0.55 | component:0.55,weak_canonical_candidate
SD,KNVV,PRAT5,ID for product attribute 5,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | product.id:0.60,activity id:0.55 | company.id:0.55 | component:0.55,weak_canonical_candidate
SD,KNVV,PRAT6,ID for product attribute 6,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | product.id:0.60,activity id:0.55 | company.id:0.55 | component:0.55,weak_canonical_candidate
SD,KNVV,PRAT7,ID for product attribute 7,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | product.id:0.60,activity id:0.55 | company.id:0.55 | component:0.55,weak_canonical_candidate
SD,KNVV,PRAT8,ID for product attribute 8,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | product.id:0.60,activity id:0.55 | company.id:0.55 | component:0.55,weak_canonical_candidate
SD,KNVV,PRAT9,ID for product attribute 9,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | product.id:0.60,activity id:0.55 | company.id:0.55 | component:0.55,weak_canonical_candidate
SD,KNVV,PRATA,ID for product attribute 10,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | product.id:0.60,activity id:0.55 | company.id:0.55 | component:0.55,weak_canonical_candidate
SD,KNVV,KABSS,Customer payment guarantee procedure,unmapped,,,,,unmapped
SD,KNVV,KKBER,Credit Control Area,unmapped,,,,,unmapped
SD,KNVV,CASSD,Sales Block for Customer (Sales Area),unmapped,,,,,unmapped
SD,KNVV,RDOFF,Switch off rounding?,unmapped,,,,,unmapped
SD,KNVV,AGREL,Indicator: Relevant for Settlement Management,unmapped,,,,,unmapped
SD,KNVV,MEGRU,Unit of Measure Group,weak_canonical_candidate,,material.base_uom_code,material.base_uom_code:0.60 | uom.code:0.60,unit of measure:0.55,weak_canonical_candidate
SD,KNVV,UEBTO,Overdelivery Tolerance,unmapped,,,,,unmapped
SD,KNVV,UNTTO,Underdelivery Tolerance,unmapped,,,,,unmapped
SD,KNVV,UEBTK,Unlimited Overdelivery Allowed,unmapped,,,,,unmapped
SD,KNVV,PVKSM,Customer procedure for product proposal,unmapped,,,,,unmapped
SD,KNVV,PODKZ,Relevant for POD processing,unmapped,,,,,unmapped
SD,KNVV,PODTG,Timeframe for Confirmation of POD,unmapped,,,,,unmapped
SD,KNVV,BLIND,Index Structure Active for Subsequent Settlement,unmapped,,,,,unmapped
SD,KNVV,CARRIER_NOTIF,Carrier is to be notified,unmapped,,,,,unmapped
SD,KNVV,CVP_XBLCK_V,Business Purpose Completed Flag,unmapped,,,,,unmapped
SD,KNVV,INCOV,Incoterms Version,unmapped,,,,,unmapped
SD,KNVV,INCO2_L,Incoterms Location 1,weak_canonical_candidate,,incoterm.location,incoterm.location:0.60,,weak_canonical_candidate
SD,KNVV,INCO3_L,Incoterms Location 2,weak_canonical_candidate,,incoterm.location,incoterm.location:0.60,,weak_canonical_candidate
SD,KNVV,INCO2_KEY,Incoterm Location 1 - Place of Destination,weak_canonical_candidate,,activity id,activity id:0.60 | address.city:0.60 | address.country:0.60,activity id:0.55 | address.city:0.55 | address.country:0.55,weak_canonical_candidate
SD,KNVV,INCO3_KEY,Incoterm Location 2 - Place of Delivery,weak_canonical_candidate,,activity id,activity id:0.60 | address.city:0.60 | address.country:0.60,activity id:0.55 | address.city:0.55 | address.country:0.55,weak_canonical_candidate
SD,KNVV,INCO4_KEY,Incoterm - Deviating Place of Destination,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | incoterm.code:0.60,activity id:0.55 | company.id:0.55 | destination:0.55,weak_canonical_candidate
SD,KNVV,KNVV_EEW_CONTACT,Data element Extension for Contact,weak_canonical_candidate,,contact.email,contact.email:0.60 | contact.id:0.60 | contact.phone:0.60,contact.email:0.55 | contact.id:0.55 | contact.phone:0.55,weak_canonical_candidate
SD,KNVV,BILLPLAN_PROC,Billing Plan Procedure,unmapped,,,,,unmapped
SD,KNVV,KNVV_ADDR_EEW_CUST,Customer sales addr. dep. extensibility,weak_canonical_candidate,,customer.address,customer.address:0.60,,weak_canonical_candidate
SD,KNVV,/BEV1/EMLGPFAND,Deposit on Empties,unmapped,,,,,unmapped
SD,KNVV,/BEV1/EMLGFORTS,Indicator for Empties Update,unmapped,,,,,unmapped
SD,KNVV,J_1NBOESL,Exchange Key for NF Processing,weak_canonical_candidate,,activity id,activity id:0.60 | company.id:0.60 | absence.start_date:0.50,activity id:0.55 | company.id:0.55,weak_canonical_candidate
SD,KNVV,FSH_KVGR6,Customer Group 6,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,FSH_KVGR7,Customer Group 7,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,FSH_KVGR8,Customer Group 8,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,FSH_KVGR9,Customer Group 9,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,FSH_KVGR10,Customer Group 10,weak_canonical_candidate,,customer_group.id,customer_group.id:0.60 | purchasing_group.id:0.60 | customer.classification:0.50,customer group:0.55,weak_canonical_candidate
SD,KNVV,FSH_GRREG,Grouping Rule,unmapped,,,,,unmapped
SD,KNVV,FSH_RESGY,Release Strategy,unmapped,,,,,unmapped
